number,title,classification,timestamp
2815,Report 2815: Hikers find footprint in Cypress Hills Interprovincial Park.,Class B,2001-07-14T12:00:00Z
12733,Report 12733: Possible sighting by duck hunter near Wakaw,Class B,2005-09-15T12:00:00Z
14405,Report 14405: Possible sighting by motorists south of Green Lake,Class B,2006-04-13T12:00:00Z
17456,"Report 17456: Hunters hear possible vocalizations and find strange deer kill outside Christopher Lake, Saskatchewan",Class B,2004-09-29T12:00:00Z
24643,Report 24643: Manlike form seen crossing road at night in a thunderstorm near McKague,Class B,1995-07-01T12:00:00Z
12088,Report 12088: Daytime sighting by teenagers on the edge of Carmacks,Class B,1995-06-14T12:00:00Z
140,Report 140: Characteristic vocalization heard by hunter on Hayden Mountain,Class B,1996-08-24T12:00:00Z
407,Report 407: Possible vocalizations heard while motorists were taking a break at turnout near La Manga Pass,Class B,2000-04-19T12:00:00Z
529,"Report 529: Couple hears strange cry, finds big footprints in Pike National Forest near Fairplay",Class B,2000-09-21T12:00:00Z
1228,"Report 1228: Youngster frightened by ""monster"" peeping in window",Class B,1971-10-01T12:00:00Z
1232,Report 1232: Family marvels at huge barefoot tracks in snow,Class B,2000-12-20T12:00:00Z
1237,Report 1237: While standing on the deck of vacation home man hears eerie human-like calls,Class B,2000-09-01T12:00:00Z
1251,Report 1251: Threatening bellows directed at hikers and their dogs in the Holy Cross Wilderness,Class B,2000-09-19T12:00:00Z
1349,Report 1349: large human-like tracks were found in the snow and mud.,Class B,1997-11-01T12:00:00Z
1369,Report 1369: faint groaning and growling vocalizations heard.,Class B,1998-09-04T12:00:00Z
1375,Report 1375: fresh set of tracks found in the snow.,Class B,1986-10-01T12:00:00Z
2493,Report 2493: Family startled by overpowering cries near their rural home,Class B,2001-05-12T12:00:00Z
2553,"Report 2553: Bowhunter and wife abandon deer when threatened by large, unseen animal",Class B,1964-08-30T12:00:00Z
3112,Report 3112: UK Gypsies vacate Colorado campsite after encounter with 7' creature,Class B,2001-09-30T12:00:00Z
3588,"Report 3588: Hunting party hears vocalization, wood knocks; finds elk carcass, off Gold Camp Road near Victor, in Pike Nat'l Forest",Class B,2001-11-05T12:00:00Z
3604,"Report 3604: Rancher, wife startled by vocalizations near Leadville",Class B,2001-07-30T12:00:00Z
4897,Report 4897: Family finds and hears compelling evidence near Leadville,Class B,2002-08-31T12:00:00Z
6164,Report 6164: Hunter's elk calls ellicit vocal responses from multiple animals,Class B,2002-10-09T12:00:00Z
6538,Report 6538: Large tracks found in southwest Colorado mountains,Class B,2003-08-02T12:00:00Z
6755,Report 6755: Another large footprint in SW Colorado high country,Class B,2003-08-30T12:00:00Z
9018,Report 9018: Campers driven off mountain by unseen intruders,Class B,2004-06-01T12:00:00Z
12576,Report 12576: Elk hunters find series of tracks in Mt. Zirkel Wilderness,Class B,1978-10-18T12:00:00Z
12802,"Report 12802: Nighttime sighting by golf course worker at Arrowhead Golfcourse, aside Roxborough State Park, Rampart Range.",Class B,2005-10-07T12:00:00Z
12904,Report 12904: Notes from the Colorado BFRO Expedition,Class B,2005-09-09T12:00:00Z
13699,Report 13699: Possible knocks heard near the Flat Tops Wilderness area of White River National Forest,Class B,2005-10-17T12:00:00Z
14997,Report 14997: Possible approach to campers near Spring Creek Pass in the San Juan Mountains,Class B,2006-06-10T12:00:00Z
16038,Report 16038: Possible camp stalking at Taylor Reservoir outside Aspen,Class B,2004-08-01T12:00:00Z
16648,Report 16648: Hunter reports possible vocalizations in the Danforth Hills near Meeker,Class B,2006-11-04T12:00:00Z
16661,Report 16661: Possible tracks found by snowshoers near Steamboat Springs,Class B,2004-01-15T12:00:00Z
19804,Report 19804: Hunter reports unusual roars In South San Juan Mountains,Class B,2005-09-20T12:00:00Z
20028,Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,Class B,1987-10-15T12:00:00Z
23065,Report 23065: Bowhunters report unusual encounters in the South San Juan Mountains,Class B,2001-09-15T12:00:00Z
23305,Report 23305: Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns,Class B,2005-11-07T12:00:00Z
24068,Report 24068: Possible vocalization frightens fisherman from campsite along Conejos River,Class B,2008-06-21T12:00:00Z
24194,Report 24194: Hiker describes possible near encounter on the Colorado Trail near Mt. Massive,Class B,2001-09-04T12:00:00Z
25511,Report 25511: Couple finds large human-shaped footprints while elk hunting near Bear Creek,Class B,2008-10-12T12:00:00Z
25552,Report 25552: Multiple Tracks Found at Florissant Fossil Beds National Monument,Class B,1997-09-20T12:00:00Z
34078,Report 34078: Father and son witness fast-moving biped crossing road east of Fort Garland,Class B,2011-10-14T12:00:00Z
41935,Report 41935: Couple observe a large dark figure as it watches fishermen at Skaguay Reservoir near Victor,Class B,2013-08-05T12:00:00Z
44401,Report 44401: YMCA camp guest has a possible nighttime sighting and hears strange vocalizations in Estes Park,Class B,2014-02-09T12:00:00Z
46795,Report 46795: Hunter experiences night-time rock-throwing and possible vocalizations while camping near Hartsel,Class B,2014-10-12T12:00:00Z
46805,Report 46805: Hikers are startled by unusual sounds in Staunton State Park,Class B,2014-10-11T12:00:00Z
13585,Report 13585: Possible activity near Salmon River State Forest,Class B,2006-01-17T12:00:00Z
18333,Report 18333: Possible vocalizations near Bakersville,Class B,1987-11-01T12:00:00Z
48101,Report 48101: Passenger has possible daylight sighting near New Preston,Class B,2016-08-13T12:00:00Z
55169,Report 55169: Couple hear possible knocks while fishing one morning near Lyme,Class B,2016-07-03T12:00:00Z
55771,Report 55771: Possible close encounter behind a home near Old Mystic village,Class B,2016-10-14T12:00:00Z
28720,Report 28720: Traveler observes a tall biped in a cornfield north of Bethany Beach,Class B,2010-08-16T12:00:00Z
37386,Report 37386: Couple hear possible screams and knocks at their home near Redden State Park,Class B,2012-11-13T12:00:00Z
39121,Report 39121: Recollection of a possible night time road crossing near Angola,Class B,1999-02-15T12:00:00Z
430,Report 430: Brothers hear howl while trailblazing,Class B,1981-08-15T12:00:00Z
595,"Report 595: Father and son were out scouting for deer when they spot large eyes 8 foot off the gound, also hear loud scream.",Class B,1983-07-16T12:00:00Z
598,Report 598: Vocalizations and Footsteps heard,Class B,2000-10-28T12:00:00Z
747,Report 747: 1. loud vocalization sounds woke sleeping couple. 2. family dog found injured,Class B,1999-10-15T12:00:00Z
1079,Report 1079: Foot steps heard in wood line. Weeks later more sounds heard,Class B,1981-10-15T12:00:00Z
1283,Report 1283:  Heard and then chased by creature,Class B,1992-02-15T12:00:00Z
1480,Report 1480: 3am observation in Alexander Springs  (Ocala Nat. Forest) of tall upright animal.  Coolers ransacked,Class B,1996-10-15T12:00:00Z
1608,"Report 1608: Noise, like wood being banged against tree. Tracks found",Class B,1980-07-15T12:00:00Z
1719,Report 1719: Possible collision with vehicle outside Homestead,Class B,1972-03-15T12:00:00Z
1831,Report 1831: Foot steps heard while walking on trail at night,Class B,1994-09-15T12:00:00Z
2848,Report 2848: Large  humanoid figure seen at night near beach,Class B,2004-11-07T12:00:00Z
2915,Report 2915: Campers hear unfamiliar vocalizations at night in the Everglades,Class B,2001-03-01T12:00:00Z
3918,"Report 3918: Hunter has unexplained, late night encounter while in small boat on Saddle Creek",Class B,1985-09-01T12:00:00Z
5510,Report 5510: Man finds and casts large footprints after hearing of sighting,Class B,1980-06-30T12:00:00Z
5519,Report 5519: Man recalls childhood encounter with sasquatch,Class B,1972-05-15T12:00:00Z
6992,Report 6992: Large bipedal creature passes child's window near Ft.Myers,Class B,2004-02-17T12:00:00Z
7109,Report 7109: Possible vocalizations heard by hunters and a biologist in Guana River WMA,Class B,2006-10-07T12:00:00Z
7627,Report 7627: Man recalls childhood encounter near Hudson,Class B,2004-02-15T12:00:00Z
7692,"Report 7692: Possible brush nest, tracks, smell, noticed by DeMolay teens visiting rural home Dunellon",Class B,1979-10-01T12:00:00Z
7792,Report 7792: Woman has nighttime sighting from truck,Class B,1998-01-31T12:00:00Z
8561,Report 8561: Husband and wife hear early morning vocalizations near back of Myakka State Park,Class B,2004-08-05T12:00:00Z
8935,Report 8935: Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related,Class B,1985-11-15T12:00:00Z
9885,Report 9885: Possible vocalization east of Ft.Myers,Class B,2004-12-04T12:00:00Z
10192,Report 10192: Possible vocalizations and tracks found by hunter on state land near Jay,Class B,2006-06-11T12:00:00Z
11387,Report 11387: Screams Heard While Camping in the Ocala National Forest,Class B,1994-03-01T12:00:00Z
12068,Report 12068: Possible intimidation behavior experienced while shining for alligators in Ormond Beach,Class B,2005-05-24T12:00:00Z
12351,Report 12351: Possible vocalizations heard by residents outside Elkton,Class B,2005-08-19T12:00:00Z
12628,Report 12628: Possible sighting in woods separating farms west of Tarrytown,Class B,1990-06-01T12:00:00Z
12903,Report 12903: Stalking in swamp during Florida BFRO expedition,Class B,2005-02-11T12:00:00Z
13048,Report 13048: Scream Heard in a Cypress Swamp outside Ft. Myers,Class B,1982-09-01T12:00:00Z
13313,Report 13313: Possible vocalizations heard by four-wheelers near Southport,Class B,2000-10-14T12:00:00Z
13889,Report 13889: Man describes incidents in teen years in swamp area outside Naples,Class B,2007-07-15T12:00:00Z
13961,Report 13961: Possible stalking of boar hunters at night outside Okeechobee,Class B,2003-08-15T12:00:00Z
13976,Report 13976: Possible tracks and sounds outside a home near Lady Lake,Class B,1980-02-01T12:00:00Z
14100,Report 14100: Knocks heard in the Ocala National Forest,Class B,2006-03-11T12:00:00Z
14181,"Report 14181: Hunter hears vocalizations, relates other experiences in vicinity.",Class B,2006-03-16T12:00:00Z
14271,Report 14271: Possible tracks noticed by hunters in the Everglades outside Everglades City,Class B,1975-09-01T12:00:00Z
14719,Report 14719: Surveyor describes possible stick formations in woods near Jacksonville,Class B,2006-09-05T12:00:00Z
15310,Report 15310: Possible daylight sighting by fisherman near Bartow,Class B,1995-05-01T12:00:00Z
15318,Report 15318: Possible vocalizations noted by fishermen at night off of SR 41,Class B,1997-10-01T12:00:00Z
15694,Report 15694: Possible daytime sighting by motorist on FL Turnpike outside Orlando (near Ocoee exit),Class B,2006-09-02T12:00:00Z
16347,Report 16347: Possible mid-day sighting by motorist on I-75  (Alligator Alley) in the Everglades,Class B,2006-10-09T12:00:00Z
16823,Report 16823: Family describes repeated incidents on their property near Lake Wales.,Class B,2006-12-01T12:00:00Z
17011,"Report 17011: Man describes teenage incident -- possible intimidation approach at 2 AM  in Coral Springs, at the edge of the Everglades.",Class B,2007-04-19T12:00:00Z
17043,Report 17043: Possible daylight sighting by motorist on I-75 between Sarasota & Bradenton,Class B,2006-11-26T12:00:00Z
18349,Report 18349: Possible Knocks and a Vocalization Heard by Two Witnesses Near Middleburg,Class B,2007-03-23T12:00:00Z
18395,Report 18395: Possible sighting by motorist near the Four Corners phosphate mine,Class B,1996-05-01T12:00:00Z
18737,Report 18737: Campers report possible vocalization and footprint in Big Cypress National Preserve,Class B,2005-04-09T12:00:00Z
19232,Report 19232: Motorist spots a tall unknown figure crossing Walter Boardman Loop,Class B,2007-05-19T12:00:00Z
19354,Report 19354: Woman recalls childhood incident -- red eyes looking into window near Withlacoochee River.,Class B,1993-07-01T12:00:00Z
20333,Report 20333: Possible Nighttime Encounter by Girls on Horseback north of Ft. Myers,Class B,1983-07-01T12:00:00Z
20420,Report 20420: Possible nightime encounter near Lake Trafford,Class B,1987-06-01T12:00:00Z
20981,Report 20981: Two Fishermen describe a possible bluff charge outside Wellborn,Class B,1994-06-15T12:00:00Z
21254,Report 21254: 78 year-old life-long woodsman finds tracks along the Apalachicola River,Class B,1995-12-15T12:00:00Z
21849,Report 21849: Teen Hears Possible Howls and Growls near Middleburg,Class B,2007-10-15T12:00:00Z
21979,"Report 21979: Rural resident hears knocks, howls & finds a footprint near Wellborn",Class B,2007-11-10T12:00:00Z
22074,Report 22074: Possible early morning encounter by hunters in the Green Swamp,Class B,2005-09-01T12:00:00Z
22156,Report 22156: More Tracks Found in the Big Cypress Region (w/photos),Class B,2007-12-09T12:00:00Z
22358,Report 22358: Hiker Discovers Possible Bigfoot Scat in Rock Springs State Park,Class B,2007-03-15T12:00:00Z
23399,Report 23399: Possible night-time visit at campsite near Esto,Class B,2005-03-13T12:00:00Z
23498,"Report 23498: Bow hunter describes possible tracks, sounds and scat north of Lake Butler",Class B,1986-11-15T12:00:00Z
24134,Report 24134: Homeowner hears possible howls east of Winter Springs,Class B,2008-06-30T12:00:00Z
24241,Report 24241: Family has a strange and terrifying encounter while fishing in the Everglades National Park,Class B,1975-06-18T12:00:00Z
24441,Report 24441: Man recounts his possible daytime sighting while bowhunting near Crestview,Class B,1993-10-15T12:00:00Z
24619,Report 24619: Teen hears possible knocks and vocalizations in woods across from his house outside Middleburg,Class B,2008-09-04T12:00:00Z
24893,Report 24893: Possible sightings and strange incidents experienced by family at their rural home east of Gainesville,Class B,2008-10-10T12:00:00Z
25037,Report 25037: Kayaker experiences frightening incidents while traveling down Yellow River,Class B,2008-11-11T12:00:00Z
25577,Report 25577: Kayaker smells a terrible odor and then sees a hair-covered figure on the Econlockhatchee River,Class B,2003-03-15T12:00:00Z
25979,Report 25979: Man finds possible footprint outside Palatka,Class B,2009-05-17T12:00:00Z
26271,Report 26271: Hunter tells of possible encounters while in the DuPuis Reserve east of Lake Okeechobee,Class B,1998-11-22T12:00:00Z
26276,Report 26276: Man growing up near Taylor recalls several incidents,Class B,2006-04-12T12:00:00Z
26393,Report 26393: Man experiences loud yells and tree-shaking while deer hunting near Ashville,Class B,2006-11-20T12:00:00Z
26577,Report 26577: Brief daylight sighting of a small primate type creature in a pine forest near Jacksonville,Class B,2009-06-18T12:00:00Z
26947,Report 26947: Hunter and daughter hear chatter and find possible tracks near Escambia River,Class B,2009-11-21T12:00:00Z
27145,Report 27145: Bow hunter hears possible vocalizations in the Camp Blanding Wildlife Management Area,Class B,2009-12-14T12:00:00Z
27587,Report 27587: Couple hears an unusual scream while camping overnight on the Peace River,Class B,2005-10-20T12:00:00Z
27778,Report 27778: Possible late night campsite intrusion in the Ocala National Forest,Class B,1974-12-20T12:00:00Z
28263,Report 28263: Man recalls his terrifying encounter near the Econfino State Park while camping with his family,Class B,1981-11-21T12:00:00Z
28450,Report 28450: Possible footprint found and vocalizations heard in the Flying Eagle Wildlife Management Area,Class B,2010-10-31T12:00:00Z
28678,Report 28678: Man recalls a possible up-close nighttime encounter on Gilchrist Island,Class B,1961-03-18T12:00:00Z
29371,Report 29371: Man camping with daughter hears unusual howls near the Oklawaha River,Class B,2007-11-24T12:00:00Z
31122,Report 31122: Fishermen have possible late afternoon encounter on Black Creek,Class B,2011-11-20T12:00:00Z
31153,Report 31153: Ongoing activity on a family farm near Paisley,Class B,2011-07-04T12:00:00Z
31680,Report 31680: Late night fishermen are intimidated at Bulow Creek State Park,Class B,2007-10-23T12:00:00Z
31933,Report 31933: Hunter experiences dusk encounters in Goethe State Forest,Class B,2012-01-08T12:00:00Z
32227,Report 32227: Man describes possible encounters off Route 41 near Ochopee,Class B,2009-08-16T12:00:00Z
32302,Report 32302: Memory told of a possible dusk sighting at a hunting camp near Greenville,Class B,1989-12-15T12:00:00Z
32308,Report 32308: Possible nighttime encounter experienced by campers in the West Tract of the Green Swamp Preserve,Class B,2011-12-12T12:00:00Z
33784,Report 33784: Car pulling camper hits something on US 129 South of Live Oak,Class B,2000-07-15T12:00:00Z
34426,Report 34426: Possible evidence of activity found at Bulow Creek State Park,Class B,2011-12-05T12:00:00Z
35218,Report 35218: Possible incidents at Bear Island Campground in Big Cypress National Preserve,Class B,2012-03-11T12:00:00Z
35330,"Report 35330: Fish stolen from a boat, possible knocks and vocalizations near Punta Gorda",Class B,2012-05-07T12:00:00Z
35474,Report 35474: Bowhunter hears a massive crash and possible screams in the Ocala National Forest,Class B,2011-09-18T12:00:00Z
35574,Report 35574: Possible sighting and footprints found by father and son while setting turtle lines outside Deltona,Class B,2012-05-28T12:00:00Z
35769,Report 35769: Possible sighting at dawn near road kill on US-192 east of Holopaw,Class B,2011-08-26T12:00:00Z
35940,Report 35940: Possible early moming sighting from second story apartment in Atlantic Beach,Class B,2012-07-06T12:00:00Z
36112,"Report 36112: Possible nighttime sighting brings about ongoing investigation of several Cassadaga incidents and legend of the ""Mole Man""",Class B,2012-07-27T12:00:00Z
36634,Report 36634: Motorist passes a crouching figure outside Chiefland,Class B,2012-09-29T12:00:00Z
36682,Report 36682: Woman finds possible footprints during morning bike ride in San Felasco Preserve northwest of Gainesville,Class B,2012-10-09T12:00:00Z
36710,Report 36710: Small school group observe man-like figure on two separate nights east of Orlando,Class B,2012-10-19T12:00:00Z
36826,Report 36826: Car passenger spots a large brown figure at the St. John's River near Christmas,Class B,2012-10-27T12:00:00Z
36915,Report 36915: Possible daytime encounter by a father and son hunting in the Richloam Wildlife Management Area,Class B,2012-11-11T12:00:00Z
38104,Report 38104: Possible early morning encounter by a hog hunter in his truck near Jupiter,Class B,2012-12-05T12:00:00Z
38893,Report 38893: Driver spots a tall biped crossing the road just west of Miami,Class B,2010-11-10T12:00:00Z
38923,Report 38923: Possible nighttime activity in the retirement community The Villages,Class B,2013-12-13T12:00:00Z
39014,Report 39014: Passenger on I-75 spots a large animal near Myakka State Park,Class B,2012-12-25T12:00:00Z
39338,Report 39338: Possible daylight sighting while riding a dirt bike outside Poinciana,Class B,2013-01-22T12:00:00Z
39382,Report 39382: Frightening encounter experienced on family property outside Naples,Class B,2010-04-15T12:00:00Z
40019,Report 40019: Possible daylight encounter after after initiating calls in Twelve Mile Swamp,Class B,2013-02-23T12:00:00Z
40564,Report 40564: Brothers see large upright creature while driving one evening south of Crestview,Class B,2013-03-22T12:00:00Z
40584,Report 40584: Possible rural encounters experienced by a young man growing up outside Okeechobee,Class B,2009-05-01T12:00:00Z
40901,"Report 40901: More possible activity from the ""Mole Man"" at Lake Helen",Class B,2013-02-24T12:00:00Z
41265,Report 41265: Possible sighitng at dusk by father and daughter riding an ATV near Bartow,Class B,2013-05-16T12:00:00Z
41275,Report 41275: Possible nighttime road crossing on HWY 528 outside Orlando,Class B,2013-05-23T12:00:00Z
41309,Report 41309: Possible daylight sighting by a bicyclist on the General James A. Van Fleet State Trail,Class B,2013-04-29T12:00:00Z
42134,Report 42134: Seasoned hunter hears unknown screams from his stand near Holopaw,Class B,2012-11-18T12:00:00Z
42293,Report 42293: Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel,Class B,2010-12-24T12:00:00Z
42885,Report 42885: Possible daytime highway crossing on US-90 outside Caryville,Class B,2003-10-15T12:00:00Z
43381,Report 43381: Driver sees a large animal possibly stalking wild boar outside Bushnell,Class B,2012-10-15T12:00:00Z
45551,Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens,Class B,1974-07-19T12:00:00Z
45566,Report 45566: Hunters in the Big Cypress National Preserve observe large biped traversing their recent path,Class B,2013-12-15T12:00:00Z
45883,Report 45883: Two deputy sheriffs report hearing possible vocalizations while hog hunting near Poinciana,Class B,2013-04-13T12:00:00Z
46604,"Report 46604: Driver notices ""Something out of Place"" along Hwy. 42 near Paisley",Class B,2014-08-15T12:00:00Z
48599,Report 48599: Family retells documenting a possible mile-long line of tracks north of Yankeetown,Class B,1991-01-11T12:00:00Z
51044,Report 51044: Vacationer has a possible daytime encounter while taking a walk on Shell Island Beach,Class B,2015-07-14T12:00:00Z
56165,Report 56165: Family views something standing in a field in the Chassahowitzka Wildlife Area,Class B,2016-12-22T12:00:00Z
1865,Report 1865: Loud howling vocalizations heard by residents near Lake Alatoona,Class B,1999-05-08T12:00:00Z
2093,Report 2093: Resident near Red Top Mountain State Park hears loud characteristic scream while working outside.,Class B,1999-05-20T12:00:00Z
2094,Report 2094: Second report of scream by resident near Red Top Mountain State Park,Class B,1999-06-16T12:00:00Z
2100,Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds,Class B,1974-04-30T12:00:00Z
2278,Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline,Class B,1986-06-15T12:00:00Z
2589,"Report 2589: Couple hear loud, reverberating screams, witness a large, bulky man-like figure in the moonlight near Pidgeon Mountain",Class B,1998-08-04T12:00:00Z
3094,Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window,Class B,1987-09-01T12:00:00Z
4109,"Report 4109: Night time harassment of Army patrol on the west edge of Ft. Stewart, 5 miles NE of Glennville",Class B,1995-06-15T12:00:00Z
4236,Report 4236: Man recalls a possible encounter as a teen at Fort Gordon,Class B,1965-06-15T12:00:00Z
7004,"Report 7004: Possible vocalizations, etc., heard near Canton",Class B,2003-10-02T12:00:00Z
7088,Report 7088: Deer hunter hears strange screams and possible stalking near Pigeon Mountain,Class B,2003-10-07T12:00:00Z
7356,Report 7356: Two servicemen from Hunter Army Airfield describe tent stalking incident on uninhabited Little Tybee Island,Class B,1976-01-02T12:00:00Z
7464,Report 7464: Deer hunter describes possible stalking on Pigeon Mountain.,Class B,1974-11-01T12:00:00Z
7575,Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River,Class B,1982-11-23T12:00:00Z
8880,Report 8880: Possible vocalization and camp stalking in Raven Cliffs Wilderness Area,Class B,2005-06-15T12:00:00Z
9001,Report 9001: Possible howls heard near Thomaston,Class B,2004-07-15T12:00:00Z
11030,Report 11030: Cavers hears possilble vocalization on Pigeon Mountain,Class B,2007-01-16T12:00:00Z
13178,Report 13178: Vacationer hears possible vocalizations late at night southeast of Helen,Class B,2005-11-25T12:00:00Z
14887,"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek",Class B,2006-07-05T12:00:00Z
15329,Report 15329: Man describes his father's sighting near Lakeland,Class B,2006-07-26T12:00:00Z
17249,Report 17249: Possible vocalizations and an approach to a residence outside Gainesville,Class B,2006-12-31T12:00:00Z
17308,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Class B,1984-10-01T12:00:00Z
17477,Report 17477: Witness and family hear Mississippi type howl from wooded area near home,Class B,2003-08-12T12:00:00Z
17957,Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley,Class B,2007-02-15T12:00:00Z
18001,Report 18001: Possible vocalizations near Plunketts Road outside Buford,Class B,1999-08-13T12:00:00Z
18361,Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim,Class B,2007-03-24T12:00:00Z
18377,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Class B,2006-12-18T12:00:00Z
18439,Report 18439: Possible scream at Ft. Stewart,Class B,1987-09-19T12:00:00Z
19129,Report 19129: Camper reports possible knocks in daylight near Conasauga River,Class B,2005-04-21T12:00:00Z
21145,Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake,Class B,1979-10-15T12:00:00Z
22813,Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,Class B,2005-08-15T12:00:00Z
23701,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),Class B,2005-07-03T12:00:00Z
23978,Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area,Class B,1990-10-20T12:00:00Z
24393,"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany",Class B,1977-07-30T12:00:00Z
25574,Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,Class B,2009-02-22T12:00:00Z
25693,Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley,Class B,2009-03-15T12:00:00Z
26019,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Class B,2006-06-21T12:00:00Z
26396,Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson,Class B,2007-11-15T12:00:00Z
28982,Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,Class B,2011-03-11T12:00:00Z
29530,Report 29530: Possible wood knock responses and strange tracks found near Rome,Class B,2011-06-20T12:00:00Z
30483,Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,Class B,2011-08-25T12:00:00Z
30730,Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA,Class B,2011-09-28T12:00:00Z
32254,Report 32254: Marine veteran hears strange howls late at night near Acworth,Class B,2011-08-27T12:00:00Z
35352,Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls,Class B,2012-05-09T12:00:00Z
35631,Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg,Class B,2012-05-30T12:00:00Z
41169,Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown,Class B,2013-05-10T12:00:00Z
43553,Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro,Class B,2006-09-25T12:00:00Z
43611,Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge,Class B,2014-01-05T12:00:00Z
44571,Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman,Class B,2011-11-24T12:00:00Z
47523,Report 47523: Hunter north of Macon hears two large animals as he dresses his deer,Class B,2013-11-05T12:00:00Z
47841,Report 47841: Teen looking out his back window spots a figure behind a tree south of Rockmart,Class B,2015-01-30T12:00:00Z
49544,Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,Class B,1986-09-12T12:00:00Z
2509,Report 2509: Campers get visited in the middle of the night and hear vocalizations.,Class B,1999-12-12T12:00:00Z
3049,Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,Class B,1985-02-15T12:00:00Z
5072,Report 5072: Witness reports seeing footprints as a child,Class B,1977-09-01T12:00:00Z
6394,"Report 6394: Possible tracks found in snow near Albia, Iowa",Class B,1976-01-14T12:00:00Z
16714,Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park,Class B,1970-06-01T12:00:00Z
22945,Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge,Class B,1981-02-04T12:00:00Z
23448,Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,Class B,2006-10-07T12:00:00Z
24056,Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,Class B,2008-05-28T12:00:00Z
27141,Report 27141: Campers hear loud scream at close range near Wapsipinicon River,Class B,1989-07-04T12:00:00Z
27978,Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Class B,1973-07-01T12:00:00Z
28427,"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area",Class B,2010-10-24T12:00:00Z
33490,Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,Class B,2011-02-15T12:00:00Z
35883,Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,Class B,2010-04-15T12:00:00Z
36514,Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury,Class B,2012-09-21T12:00:00Z
39831,Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo,Class B,2013-02-04T12:00:00Z
41700,Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden,Class B,2013-07-23T12:00:00Z
44740,Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,Class B,1970-09-27T12:00:00Z
9954,Report 9954: Elk hunters find footprints on Stanley Butte.,Class B,1974-09-14T12:00:00Z
10960,Report 10960: Possible stalking outside a campers' tent in the White Knob mountains,Class B,2004-08-01T12:00:00Z
13717,Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley,Class B,2001-09-01T12:00:00Z
13768,Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois,Class B,1997-08-19T12:00:00Z
13828,"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road",Class B,2006-02-10T12:00:00Z
15120,Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia,Class B,1972-10-01T12:00:00Z
